name_kor,name_eng,date_of_birth,url
이계성,Gye-Seong Lee,1977-02-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=11451
최창양,Chang- Yang Choi,1973-06-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=1968
황성관,Sung-Kwan Hwang,1974-01-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=2002
박현영,Hyun-Young Park,1968-08-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=1347
김종훈,Jong-Hoon Kim,1972-01-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=1800
송재익,Jae-Ik Song,1974-03-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=1981
변대수,Dae-Soo Byun,1975-01-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=2008
장성국,Sung-Guk Jang,1974-03-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=1993
강영수,Young-Soo Kang,1973-06-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=1918
이희성,Hee-Sung Lee,1966-05-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=1455
최승우,Seung-Woo Choi,1973-05-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=1998
박동희,Dong-Hee Park,1968-01-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=1539
박근영,Geun-Young Park,1973-08-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=11441
베이커,Scoot Baker,1970-05-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=2052
김형석,Hyung-Seok Kim,1962-08-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=1239
파라,Jose Para,1972-11-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=2058
김진웅,Jin-Woong Kim,1980-02-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10357
김수관,Soo-Kwan Kim,1975-08-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=2021
정현욱,Hyun-Wook Jeong,1978-12-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10377
김광현,Kwang-Hyun Kim,1971-10-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=1792
진갑용,Kab-Yong Jin,1974-05-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10314
홀,Billy Hall,1969-06-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2091
김기태,Ki-Tae Kim,1969-05-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=11474
노장진,Jang-Jin Noh,1974-08-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=1771
라형진,Hyung-Jin Ra,1977-02-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=2097
이동은,Dong-Eun Lee,1977-02-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=2106
김상진,Sang-Jin Kim,1970-03-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=1624
스미스,Charles Smith,1969-12-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=2073
정회선,Hoi-Sun Jung,1974-05-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=2083
정성열,Sung-Yeol Jung,1976-05-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=2242
이준호,Jun-Ho Lee,1976-10-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=2108
장영균,Young-Kyun Jang,1976-05-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=2080
문남열,Nam-Yeol Moon,1978-10-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2098
김동수,Dong-Soo Kim,1968-10-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10386
박정환,Jeong-Hwan Park,1977-10-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=10097
프랑코,Julio Franco,1961-08-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=2142
배영수,Young-Soo Bae,1981-05-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10362
남기헌,Ki-Heon Nam,1977-08-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=2114
박영진,Young-Jin Park,1979-03-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=2150
이용훈,Yong-Hoon Lee,1977-07-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10291
가르시아,Michael Garcia,1968-05-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2145
이명호,Myung-Ho Lee,1981-02-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2237
임학수,Hak-Soo Im,1977-04-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=2128
조상수,Sang-Soo Cho,1976-08-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=2131
김승권,Seong-Kon Kim,1976-05-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=1871
바에르가,Carlos Baerga,1968-11-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=2171
리베라,Bienvenido Rivera,1969-01-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2199
마르티네스,Manny Martinez,1970-10-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=2170
이성수,Sung-Soo Lee,1978-03-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=2217
박한이,Han-Yi Park,1979-01-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10336
이정호,Jeong-Ho Lee,1982-04-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10450
김덕윤,Duk-Yoon Kim,1982-04-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=2192
갈베스,Balvino Galvez,1964-03-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=2189
토레스,Salomon Torres,1972-03-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2224
정정오,Jung-Oh Jung,1980-02-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2184
구민호,Min-Ho Ku,1977-03-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2163
김지훈,Ji-Hoon Kim,1993-03-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10878
김성표,Sung-Pyo Kim,1994-03-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=11109
안규현,Gyu-Hyeon Ahn,1995-11-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11197
황수범,Soo-Beom Hwang,1986-11-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10877
이승우,Seung-Woo Lee,1988-12-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10528
이현동,Hyun-Dong Lee,1993-03-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10879
임익현,Ik-Hyeon Lim,1990-08-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10373
한겸,Gyeom Han,1993-06-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10904
허승민,Seung-Min Hur,1986-02-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10345
임재철,Jae-Chul Lim,1976-04-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10193
김준희,Jun-Hee Kim,1988-08-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10727
정병곤,Byeong-Gon Jung,1988-03-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=10756
임동규,Dong-Gyu Lim,1979-06-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10372
엘비라,Narciso Elvira,1967-10-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=2260
박화랑,Hwa-Rang Park,1991-06-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10875
채형직,Hyeong-Jik Chae,1986-02-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10383
정홍준,Hong-Jun Jeong,1983-05-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=10378
권오원,Oh-Won Kwon,1979-08-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10349
현재윤,Jae-Yoon Hyun,1979-07-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10317
패트릭,Bronswell Patrick,1970-09-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=2268
추승민,Seung-Min Choo,1987-08-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10723
홍효의,Hyo-Ui Hong,1989-03-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=11105
박봉수,Bong-Soo Park,1977-07-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=2232
이동훈,Dong-hun Lee,1992-06-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10899
오상민,Sang-Min Oh,1974-10-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10519
크루세타,Francisco Alberto Cruceta,1981-07-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10384
김재현,Jae-Hyeon Kim,1979-09-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10766
이규대,Kyu-Dae Lee,1986-10-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10369
카리대,Esmailin Caridad,1983-10-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=11183
매티스,Douglas Mathis,1983-06-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10774
권혁,Hyeok Gwon,1983-11-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=10351
이태호,Tae-Ho Lee,1983-09-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=2240
이성훈,Seong-Hoon Lee,1989-11-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10370
이준민,Jun-Min Lee,1979-01-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=2239
정우양,Woo-Yang Jung,1988-07-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=10724
고든,Brian Ernest Gordon,1978-08-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10715
손주인,Ju-In Son,1983-12-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10325
두영진,Yeong-Jin Do,1985-09-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11107
임세업,Se-Eop Lim,1983-09-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=11123
오태선,Tae-Sun Oh,1992-02-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10721
노병오,Byung-Oh Noh,1983-09-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10435
에르난데스,Runelvys Hernandez,1980-04-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10366
손형준,Hyeong-Jun Son,1989-07-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10901
노승현,Seung-Hyeon Noh,1989-02-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10906
조동찬,Dong-Chan Cho,1983-07-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10329
김영훈,Young-Hoon Kim,1989-03-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10942
고지행,Ji-Haeng Ko,1978-05-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=2270
강명구,Myung-Gu Kang,1980-10-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=10319
심성보,Sung-Bo Sim,1973-02-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=1883
김문수,Moon-Soo Kim,1979-09-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=10354
라이언,Ryan Glynn,1974-11-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=2295
안지만,Ji-Man An,1983-10-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10364
권오준,Oh-joon Kwon,1980-03-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10350
곽용섭,Yong-Seob Kwak,1983-02-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10464
이준,Jun Lee,1977-07-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2303
지승민,Seung-Min Ji,1978-09-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10228
진종길,Jin Jong-Kil,1981-09-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=15792
이정식,Jung-Sik Lee,1981-11-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10311
박석민,Sok-Min Park,1985-06-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=10322
로페즈,Mendy Lopez,1974-10-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=2310
오리어리,Troy O’leary,1969-08-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=2315
김대익,Dae-Ik Kim,1973-06-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=1923
김영복,Young-Bok Kim,1985-02-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2306
윤성환,Sung-Hwan Yun,1981-10-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10368
호지스,Kevin Jon Hodges,1973-06-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=2337
안태영,Tae-Young An,1985-03-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=11132
박진만,Jin-Man Park,1976-11-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=10323
오승환,Seung-Hwan Oh,1982-07-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10367
바르가스,Martin Vargas,1977-02-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=2356
심정수,Jung-Soo Sim,1975-05-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=1811
손승현,Seung-Hyun Son,1982-07-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10389
하리칼라,Tim Harikkala,1971-07-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=2370
해크먼,Luther Hackman,1974-10-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=2371
조진호,Jin-Ho Cho,1975-08-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10379
허연철,Yeon-Chul Heo,1980-08-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=2351
박성훈,Sung-Hoon Park,1982-09-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10438
강봉규,Bong-Kyu Kang,1978-01-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10332
조현근,Hyun-Kun Jo,1985-11-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10380
백준영,Jun-Young Baek,1982-05-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=2385
브라운,Jamie Monroe Brown,1977-03-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=2387
김상수,Sang-Soo Kim,1988-01-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10427
김효남,Hyo-Nam Kim,1983-03-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10359
차우찬,Woo-Chan Cha,1987-05-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10381
강유삼,Yu-Sam Kang,1981-07-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=2382
양영동,Yeong-Dong Yang,1983-07-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10656
김기태,Ki-Tae Kim,1987-05-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=10718
강희성,Hee-Seong Kang,1980-10-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10346
모상기,Sang-Ki Mo,1987-01-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10694
채태인,Tae-In Chae,1982-10-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=10331
신명철,Myeong-Cheol Shin,1978-08-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=10327
곽동훈,Dong-Hoon Kwak,1981-07-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10347
매존,Brian Mazone,1976-07-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=2408
윌슨,Kris Wilson,1976-08-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=2412
백정현,Jung-Hyun Baek,1987-07-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10363
이동걸,Dong-Geol Lee,1983-08-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10778
김동욱,Dong-Wook Kim,1988-06-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10309
이여상,Yeo-Sang Lee,1984-02-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10560
우동균,Dong-Gyun Woo,1989-12-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10341
김경모,Kyeong-Mo Kim,1989-06-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10725
김주현,Ju-Hyeon Kim,1986-01-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=10318
크루즈,Jacob Cruz,1973-01-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=2395
션,Tom Shearn,1977-08-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=2430
에니스,John Ennis,1979-10-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2427
오버뮬러,Wes Obermuller,1976-12-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=2426
김우석,Woo-Seok Kim,1975-09-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=2227
안준형,Jun-Hyeong An,1985-03-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=10115
이지영,Ji-Young Lee,1986-02-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10312
심광호,Gwang-Ho Sim,1977-08-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10310
김건필,Geon-Pil Kim,1988-06-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10353
구자운,Ja-Un Ku,1980-06-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10348
최원제,Won-Je Choi,1989-02-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10382
김상수,Sang-Su Kim,1990-03-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=10320
나이트,Brandon Knight,1975-10-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10360
이우선,Woo-Seon Lee,1983-04-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10371
채상병,Sang-Byung Chae,1979-12-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10315
박민규,Min-Gyu Park,1990-09-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10361
오정복,Jeong-Bok Oh,1986-10-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10340
정형식,Hyeong-Sik Jeong,1991-01-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10343
최천수,Cheon-Soo Choi,1990-05-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10316
양지훈,Ji-Hun Yang,1985-04-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10365
임익준,Ik-Joon Lim,1988-03-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10328
김재우,Jae-Yoo Kim,1987-07-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10356
안성필,Sung-Pil An,1987-07-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=10338
장원삼,Won-Sam Jang,1983-06-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10375
레딩,Tim Redding,1978-02-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=2432
정인욱,In-Wook Jung,1990-12-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10376
임진우,Jin-Woo Lim,1987-05-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10374
정민우,Min-Woo Jung,1991-09-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10313
김현우,Hyun-Woo Kim,1988-01-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10358
김성훈,Seong-Hun Kim,1987-05-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10876
문선엽,Sun-Yeop Moon,1991-07-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10335
배영섭,Yeong-Seop Bae,1986-06-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10337
김헌곤,Heon-Gon Kim,1988-11-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10640
심창민,Chang-Min Sim,1993-02-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10720
카도쿠라,Ken Kadokura,1973-03-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10163
김종호,Jong-Ho Kim,1984-05-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10333
가코,Ryan Francis Garko,1981-01-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10638
저마노,Justin Germano,1982-08-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=10775
윤영삼,Young-Sam Yoon,1992-07-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10722
임현준,Hyun-Jun Lim,1988-12-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10637
김정혁,Jeong-Hyeok Kim,1985-08-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10726
명재철,Jae-Cheol Myeong,1989-01-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10719
구자욱,Ja-Wook Koo,1993-02-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10892
탈보트,Mitch Talbot,1983-10-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10880
박상원,Sang-Won Park,1994-02-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10902
신용승,Yong-Seung Shin,1993-04-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10905
정두산,Du-San Jeong,1989-03-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=12674
성의준,Ui-joon Seong,1989-12-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10943
백상원,Sang-Won Baek,1988-01-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10324
김태완,Tae-Wahn Kim,1981-09-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10467
밴덴헐크,Rick VandenHurk,1985-05-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=11103
이흥련,Heung-Ryun Lee,1989-05-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=11108
이상훈,Sang-Hun Lee,1987-05-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10572
노진용,Jin-Yong Noh,1990-02-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10506
정현,Hyun Jung,1994-06-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=11111
박찬도,Chan-Do Park,1989-02-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=10930
로드리게스,Aneury Rodriguez,1987-12-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=11104
송준석,Jun-Suk Song,1994-05-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=11200
이재익,Jae-Ik Lee,1994-03-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=13244
박해민,Hae-Min Park,1990-02-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=11190
김재현,Jae-Hyun Kim,1991-08-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11289
박제윤,Je-Yun Park,1990-07-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=11403
나바로,Yamaico Navarro,1987-10-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=11194
서동환,Dong-Hwan Seo,1986-03-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=10207
마틴,John Dale Martin,1983-01-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=11195
이영욱,Yeong-Wook Lee,1980-08-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10634
이수민,Su-Min Lee,1995-09-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=11196
김희석,Hee-Suk Kim,1990-02-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=11199
김동호,Dong-Ho Kim,1985-09-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=11401
김민,Min Kim,1989-07-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10846
곽병선,Byung-seon Kwak,1994-08-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=13238
김성한,Seong-han Kim,1992-04-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=11402
차화준,Hwa-Joon Cha,1986-03-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10852
김영한,Young-Han Kim,1996-05-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=13239
클로이드,Tyler Cloyd,1987-05-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=11408
윤영수,Young-Su Yoon,1992-03-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=11423
피가로,Alfredo Figaro,1984-07-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=11409
최민구,Min-Gu Choi,1992-03-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=11405
김기환,Ki-Hwan Kim,1995-08-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=11400
장필준,Pil-Joon Jang,1988-04-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=11404
박계범,Gye-Beom Park,1996-01-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=11198
윤대경,Dae-Kyung Yun,1994-04-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=11110
최선호,Sun-Ho Choi,1991-12-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=11406
김민수,Min-Soo Kim,1991-03-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=11266
홍정우,Joung-Woo Hong,1996-03-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=13242
안성무,Seong-Mu Ahn,1990-12-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=12644
김주온,Joo-On Kim,1996-12-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=13057
배진호,Jin-Ho Bae,1992-11-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=11421
신영재,Young-Jae Shin,1987-12-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=10845
웹스터,Carl Allen Webster,1990-02-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=12504
플란데,Yohan Flande,1986-01-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=12695
최재원,Jae-Won Choi,1990-07-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11141
이성규,Sung-Gyu Lee,1993-08-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=12562
김대우,Dae-Woo Kim,1988-11-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10685
정광운,Gwang-Un Jeong,1991-04-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=11274
벨레스터,Collin Thomas Balester,1986-06-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=12505
이케빈,Kevin Heon-Ju Lee,1992-02-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=12550
레온,Arnold Leon,1988-09-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=12666
최충연,Chung-Yeon Choi,1997-03-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=12530
발디리스,Aarom Baldiris,1983-01-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=12506
나성용,Seong-Yong Na,1988-01-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=10662
권정웅,Jeong-Woong Kwon,1992-11-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=12529
구준범,Jun-Beom Koo,1995-03-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=12645
김성훈,Sung-Hoon Kim,1993-10-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=12639
남기효,Gi-hyo Ahn,1996-06-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=12640
황선도,Seon-Do Hwang,1997-08-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=12638
임대한,Dae-Han Lim,1993-08-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=12558
최주엽,Ju-Yeop Choi,1996-04-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=12641
최승민,Seung-min Choi,1991-01-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=12643
안주형,Joo-Hyung An,1993-08-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=12988
김결의,Gyeol-ui Kim,1994-01-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=12642
우규민,Kyu-Min Woo,1985-01-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10523
이원석,Won-Seok Lee,1986-10-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10180
