name_kor,name_eng
이상백,Sang-Baek Lee
안정광,Jung-Kwang An
조성우,Sung-Woo Cho
추경식,Kyeong-Sik Choo
김주원,Ju-Won Kim
김대유,Dae-Yoo Kim
임정우,Jeong-Woo Lim
신정익,Jeong-Ik Shin
윤중환,Joong-Hwan Yoon
정진기,Jin-Gi Jeong
박승욱,Seung-Wook Park
임경완,Gyeong-Wahn Lim
전유수,Yu-Soo Jeon
조인성,In-Sung Jo
임치영,Chi-young Lim
문승원,Seung-Won Moon
박인성,In-Sung Park
최항,Hang Choi
한유섬,Yu-Seom Han
오수호,Soo-Ho Oh
세든,Chris Seddon
레이예스,Jo-Jo Reyes
정영일,Young-Il Jung
신현철,Hyun-Chul Shin
울프,Ross Wolf
스캇,Luke Scott
박계현,Gye-Hyun Park
밴와트,Travis Banwart
허건엽,Geon-Yup Heo
박민호,Min-Ho Park
서동민,Dong-Min Seo
나세원,Se-Won Na
임재현,Jae-Hyeon Lim
신동민,Dong-Min Shin
서진용,Jin-Yong Seo
브라운,Andrew Brown
조한욱,Han-Wook Cho
신동훈,Dong-Hoon Shin
정의윤,Eui-Yun Jeong
홍준표,Jun-Pyo Hong 
켈리,Merrill Kelly
이상열,Sang-Yeol Lee
유서준,Seo-Jun Yoo
이현석,Hyun-Seok Lee
전종훈,Jong-Hun Jeon
유상화,Sang-Hwa Yoo
이진석,Jin-Seok Lee
김웅빈,Woong-Bin Kim
최민재,Min-Jae Choi
하성진,Sung-Jin Ha
고메즈,Hector Alexis Gomez
박광명,Gwang-myung Park
최승준,Seung-Jun Choi
김찬호,Chan-Ho Kim
라라,Braulio Lara
정동윤,Dong-Yun Jung
김주한,Joo-Han Kim
안상현,Sang-Hyun Ahn
조성모,Seong-Mo Jo
김정민,Jeong-Min Kim
김표승,Pyo-Seung Kim
이정범,Jeong-Beom Lee
이재록,Jae-Rok Lee
정영광,Young-Kwang Jung
조용호,Yong-Ho Cho
다이아몬드,Scott Michael Diamond
워스,Daniel Weston Worth
로맥,Jamie Romak
김택형,Taek-Hyung Kim
류효용,Hyo-Yong Ryu
남윤성,Nam Yun-Sung
이원준,Won-Jun Lee
박성한,Sung-Han Park
권기영,Ki-Young Kwon
유호식,Ho-Sik Yu
최경태,Gyeong-Tae Choi
최상민,Sang-Min Choi
강동권,Dong-Gwon Kang
이희재,Hui-Jae Lee
이재관,Jae-Kwan Lee
산체스,Angel Luis Sanchez
강지광,Ji-Kwang Kang
정재원,Jae-Won Jeong
임태준,Tae-Jun Lim
조성훈,Seong-Hun Cho
최민준,Min-Jun Choi
최준우,Jun-Woo Choi
전경원,Gyeong-Won Jeon
이동근,Donk-Keun Lee
이채호,Chae-Ho Lee
허민혁,Min-Hyuk Heo
서상준,Sang-Jun Seo
전진우,Jin-Woo Jeon
강인호,In-Ho Kang
박준영,Jun-Yeong Park
하재훈,Jae-Hoon Ha
김창평,Chang-Pyeong Kim
남태혁,Tae-hyuk Nam
백승건,Seung-Keon Baek
조이현,Yi-Hyeon Jo
채현우,Hyun-Woo Chae
최경모,Kyeong-Mo Choi
최수호,Soo-Ho Choi
김규남,Gyu-Nam Kim
킹험,Nick Kingham
화이트,Tyler White
이태양,Tae-Yang Lee
오태곤,Tae-Gon Oh
핀토,Ricardo  Pinto
정수민,Su-Min Jeong
현원회,Won-Hoe Hyun
윤강민,Kang-Min Yoon
최지훈,Ji-Hoon Choi
오원석,Won-Seok Oh
박시후,Si-Hu Park
이거연,Geo-Yeon Lee
류효승,Hyo-Seung Ryu
김민준,Min-Jun Kim
길지석,Ji-Seok Gil
양선률,Seon-Ryul Yang
이재성,Jae-Seong Lee
전의산,Ui-San Jeon
석호준,Ho-Jun Seok
김교람,Gyo-Ram Kim
박형준,Hyeong-Jun Park
장우준,Woo-Jun Jang
박제범,Je-Beom Park
김찬형,Chan-Hyung Kim
권혁찬,Hyeok-Chan Kwon
추신수,Shin-Soo Choo
신재영,Jae-Young Shin
가빌리오,Samuel Joseph Gaviglio
르위키,Artie Michael Lewicki
박정빈,Jeong-Bin Park
폰트,Wilmer Font Gomez
조형우,Hyeong-Woo Cho
김건우,Geon-Woo Kim
고명준,Myeong-Jun Ko
조병현,Byeong-Hyeon Cho
조요한,Yo-Han Cho
김태윤,Tae-Woon Kim
임성준,Seong-Jun Im
최유빈,Yu-Bin Choi
임근우,Geun-u Im
라가레스,Juan Lagares
크론,Kevin Cron
노바,Iván Nova
모리만도,Shawn Morimando
한두솔,Doo-Sol Han
정성곤,Seong-Gon Jeong
전영준,Yeong-Jun Jeon
박상후,Sang-Hu Park
윤태현,Tae-Hyeon Yoon
이기순,Gi-Sun Lee
석정우,Jung-Woo Seok
신헌민,Heon-Min Shin
강매성,Mae-Seong Kang 
박세직,Se-Jik Park 
김건이,Geon-Yi  Kim
김준영,Joon-Young Kim
류현곤,Hyun-Gon Ryu
조강희,Kang-Hee Cho
이승훈,Seung-Hoon Lee
엘리아스,Roenis Elías
에레디아,Guillermo Heredia Molina
맥카티,Kirkland Kirk McCarty
김건웅,Geon-Woong Kim
로메로,Enny Manuel Romero Hernandez 
이로운,Ro-Un Lee
김민준,Min-Joon Kim
안현서,Hyun-Seo Ahn
송영진,Young-Jin Song
박성빈,Sung-bin Park
백준서,Jun-seo Baek
김규민,Kyu-min Kim
윤성보,Seong-bo Yun
변건우,kun-woo Byun
허진,jin Heo
이찬혁,Chan-Hyeok Lee
박대온,Dae-On Park
더거,Robert Lee Dugger
앤더슨,Andrew James Anderson
김지현,Ji-hyeon Kim
최민창,Min-Chang Choi
박기호,Giho Park
박지환,Ji-hwan Park
최현석,Hyun-suk Choi
정준재,Jun-jae Jung
정현승,Hyun-seung Jung
이승민,Seung-min Lee
송경섭,Gyeong-Seob Song 
조흥운,Heung-Woon Cho
이철성,Chul-Sung Lee
허운,Woon Heo
김무관,Mu-Kwan Kim
양승관,Seung-Kwan Yang
장정기,Jung-Ki Jang 
박경호,Gyeong-Ho Park 
이경수,Gyeong-Su Lee 
김진철,Jin-Chul Kim 
김구길,Gu-Gil Kim 
이찬선,Chan-Seon Lee 
김호인,Ho-In Kim
문주모,Ju-Mo Mun
정성만,Sung-Man Jung
금광옥,Kwang-Ok Geum
최영환,Young-Hwan Choi
박준영,Jun-Young Park 
김동철,Dong-Chul Kim
인호봉,Ho-Bong In 
한상연,Sang-Yeon Han
오문현,Moon-Hyun Oh
이춘근,Chun-Geun Lee 
백인천,In-Chun Baek
이영구,Young-Gu Lee
임호균,Ho-Gyun Lim
유종천,Jong-Chun Yoo
이선웅,Sun-Woong Lee
엄태섭,Tae-Sup Eom
정구선,Gu-Sun Jung
박명운,Myung-Woom Park
김상기,Sang-Ki Kim
장명부,Myung-Bu Jang
권두조,Doo-Jo Kwon
김덕열,Duk-Yeol Kim
박정후,Jung-Hoo Park
최계훈,Gye-Hoon Choi
우경하,Kyung-Ha Woo
김명성,Myung-Sung Kim
양후승,Hoo-Seung Yang
이병억,Byung-Eok Lee
정은배,Eun-Bae Jung 
김바위,Ba-Wi Kim
최재은,Jae-Eun Choi
최광묵,Kwang-muk Choi 
고광수,Gwang-Su Ko
김신부,Shin-Bu Kim
이광근,Kwang-Geun Lee
조병천,Byung-Chun Cho
오덕환,Deok-Hwan Oh
김봉근,Bong-Geun Kim
양상문,Sang-Moon Yang
김동기,Dong-Ki Kim
이우상,Woo-Sang Lee
신성철,Sung-chul Shin
김경갑,Gyung-Gap Kim 
천성호,Sung-Ho Cheon
김진근,Jin-Geun Kim
이연수,Yeon-Soo Lee
김윤환,Yoon-Hwan Kim
이진우,Jin-Woo Lee
배경환,Kyung-Hwan Bae
최창호,Chang-Ho Choi
김한조,Han-Jo Kim
곽권희,Kwon-Hee Kwak
원원근,Won-Keun Won
김일부,Il-Bu Kim
박상국,Sang-Guk Park
송형석,Hyung-Seok Song
박상범,Sang-Beom Park
김승태,Seung-Tae Kim
신완근,Wahn-Geun Shin
여태구,Tae-Gu Yeo
유동효,Dong-Hyo Yoo
이상구,Sang-Gu Lee
정영기,Young-Ki Jung
천창호,Chang-Ho Cheon
김진한,Jin-Han Kim
정명원,Myeong-Won Chung
이충우,Chung-Woo Lee
허정욱,Jeong-Wook Heo
이재호,Jae-Ho Lee
홍문종,Mun-Jong Hong
김풍기,Poong-Gi Kim
이상대,Sang-Dae Lee
정명진,Myung-Jin Jung
박은진,Eun-Jin Park
노민승,Min-Seung Noh
강호규,Ho-Gyu Kang
김인호,In-Ho Kim
강광회,Kwang-Hoe Kang
이길환,Gil-Hwan Lee
오영일,Yeong-ll Oh
최광천,Gwang-Cheon Choi
최용철,Yong-Cheol Choi
윤성훈,Sung-Hoon Yoon
정상진,Sang-Jin Jung
김력,Hyuk Kim
권준헌,Jun-Heon Kwon
임진수,Jin-Su Lim
김병주,Byung-Joo Kim 
정영진,Young-Jin Jung
정문언,Moon-Eon Jung
백성진,Sung-Jin Baek
전일수,Il-Soo Jeon 
염경엽,Gyeong-Yeob Yeom
김홍기,Hong-Ki Kim
김민태,Min-Tae Kim
주경업,Kyung-Up Joo
신상윤,Sang-Yoon Shin
이근엽,Geun-Yeob Lee
김흥만,Heung-Man Kim
윤덕규,Deog-Kyu Yun
김재박,Jae-Bak Kim
장덕영,Duk-Young Jang
유영환,Young-Hwan Yoo
서정민,Jung-Min Seo
오상욱,Sang-Wook Oh
안병원,Byung-Won An
나성열,Sung-Yeol Na
김홍집,Hong-Jib Kim
김갑중,Gab-Joong Kim
김성준,Sung-Jun Kim
공의식,Eui-Sik Gong
양윤기,Yoon-Ki Yang
계기범,Gi-Beom Kye
노승욱,Seung-Wook Noh
이경호,Kyung-Ho Lee
이숭용,Soong-Yong Lee
김성태,Seong-Tae Kim
하득인,Deuk-In Ha
곽병찬,Byung-Chan Kwak
문창환,Chang-Hwan Moon
임성주,Sung-Joo Lim
김민범,Min-Beom-Kim
이종호,Jong-Ho Lee
이용주,Yong-Joo Lee
김병철,Byung-Cheol Kim
박상일,Sang-Il Park
도명진,Myung-Jin Do
지화선,Hwa-Sun Ji
김억만,Eok-Man Kim
김상국,Sang-Guk Kim
설종진,Jong-Jin Seol
허유신,Yu-Shin Heo 
최원호,Won-Ho Choi
김형남,Hyung-Nam Kim
안명성,Myung-Sung An
노종우,Jong-Woo Noh
최인선,In-Seon Choi
조승현,Seung-Hyun Cho
정수성,Soo-Sung Jung
최만호,Man-Ho Choi
이득수,Deuk-Soo Lee
김필중,Pil-Joong Kim 
쿨바,Scott Robert Coolbaugh
홍민구,Min-Koo Hong 
스트롱,Joseph Benjamin Strong
김수경,Soo-Kyung Kim
고호봉,Ho-Bong Ko
정인호,In-Ho Jung 
김일경,Il-Gyeong Kim
윤상원,Sang-won Yoon
바워스,Brent Raymond Bowers
카날리,George Anthony Canale
서성민,Sung-Min Seo
강필선,Pil-Sun Kang
이정훈,Jung-Hoon Lee
피어슨,Eddie Lavorn Pearson
임선동,Sun-Dong Im
박장희,Jang-Heu Park
브링클리,Darryl Maurice Brinkley
카펜터,Charles Carpenter
오윤,Yun Oh
퀸란,Thomas Quinlan
신철인,Chul-In Shin
마일영,Il-Young Ma
윌리엄스,Eddie Williams
전근표,Keun-Pyo Jeon
김익수,Ik-Soo Kim
송신영,Shin-Young Song
필립스,J.R. Philllips
테일러,Kerry Thomas Taylor
엔리케스,Óscar Eduardo Henríquez
정현택,Hyun-Taek Jung
이근용,Geun-Yong Lee
박우호,Woo-Ho Park
서한규,Han-Gyu Seo
폴,Corey Paul
강병식,Byeong-Sik Kang
프랭클린,Micah Franklin
최환인,Hwan-In Choi
토레스,Melquicedec Torres
베라스,Darío Antonio Veras
조용준,Yong-Jun Cho
지석훈,Seok-Hun Ji
바워스,Shane patrick Bowers
브룸바,Clifford Michael Brumbaugh
이택근,Taek-Geun Lee
노환수,Hwan-Soo Noh
이동학,Dong-Hak Lee
송지만,Ji-Man Song
피어리,Michael Edwin Fyhrie
이승주,Seung-Joo Lee
조평호,Pyeong-Ho Cho
오주원,Ju-Won Oh
손승락,Seung-Lak Son
캘러웨이,Michael Christopher Mickey Callaway
김기남,Gi-Nam Kim
유한준,Han-Jun Yoo
이보근,Bo-Geun Lee
이상우,Sang-Woo Lee 
유덕형,Deok-Hyeong Yoo
강정호,Jung-Ho Kang
장태종,Tae-Jong Jang
조용훈,Young-Hun Cho
박민주,Min-Ju Park
황재균,Jae-Gyun Hwang
김남형,Nam-Hyung Kim
장시환,Si-Hwan Jang
유선정,Sun-Jung Yoo
권도영,Do-Young Kwon
조순권,Sun-Kwon Cho
김인식,In-Sik Kim
김용달,Yong-dal Kim
송영운,Yeong-Un Song
최정기,Jung-Ki Choi
이광권,Kwang-Kwon Lee
김봉기,Bong-Gi Kim
배수희,Su-Hui Bae
박석채,Seok-Chae Park
차준섭,Joon-Seop Cha 
유종겸,Jong-Kyum Yoo
김시철,Si-Chul Kim
박재천,Jae-Chun Park
김용운,Yong-Woon Kim
최정우,Jeong-Woo Choi
정순명,Soon-Myung Jung
신언호,Eon-Ho Shin
이광은,Kwang-Eun Lee
하기룡,Ki-Ryong Ha
김문영,Moon-young Kim
유성룡,Sung-Ryong Yoo
차동열,Dong-Yeol Cha
박철영,Cheol-Young Park
이원국,Won-Kuk Lee
이성수,Seong-Su Lee
신계석,Gye-Seok Shin
김경표,Kyung-pyo Kim
유제룡,Je-Ryong Yu
안언학,Un-Hak Ahn
박흥식,Heung-Sik Park
유지홍,Ji-Hong Yoo
유고웅,Go-Woong Yu
심재원,Jae-Won Sim
예병준,Byung-Jun Ye
김용수,Yong-Soo Kim
정삼흠,Sam-Heum Jung
민경삼,Kyung-Sam Min
김성수,Sung-Soo Kim
서효인,Hyo-In Seo
김태원,Tae-Won Kim
정태관,Tae-Gwan Jung
황윤태,Yoon-Tae Hwang
김영직,Young-Jik Kim
이승배,Seung-Bae Lee
양현기,Hyun-Gi Yang
조상헌,Sang-Heon Cho
이국성,Guk-Sung Lee
문병권,Byung-Kwon Moon 
유광진,Gwang-Jin Yu
강병선,Byung-Sun Kang
나웅,Woong Na
이승범,Seung-Beom Lee
김기범,Ki-Beom Kim
김덕근,Deok-Geun Kim
노찬엽,Chan-Yeup Noh
이재홍,Jae-Hong Lee
김기홍,Ki-Hong Kim
전태건,Tae-Geon Jeon
김선진,Sun-Jin Kim
김성재,Sung-Jae Kim
김종철,Jong-Chul Kim
조필현,Pil-Hyun Cho
김성일,Sung-Il Kim
최달호,Dal-Ho Choi
장주덕,Ju-Duk Jang
송구홍,Koo-Hong Song
이종열,Jong-Yeol Lee
이석구,Seok-Gu Lee
이우수,Woo-Soo Lee
최우석,Woo-Seok Choi
강진규,Jin-Kyu Kang
소순배,Soon-Bae So
구동환,Dong-Hwan Gu
오종우,Jong-Woo Oh
나진균,Jin-Kyun Na
김기덕,Gi-Duk Kim
배현우,Hyun-Woo Bae
서왕권,Wang-Kwon Seo
김성식,Sung-Sik Kim
박일현,Il-Hyun Park
김정준,Jung-Jun Kim
윤찬,Chan Yoon
민원기,Won-Ki Min
조만형,Man-Hyung Cho
차명석,Myung-Seok Cha
김상모,Sang-Mo Kim
김성기,Sung-Ki Kim
김유진,Yu-Jin Kim
조양근,Yang-Geun Cho
강봉수,Bong-Soo Kang
당신상,Shin-Sang Dang
최규하,Kyu-Ha Choi
김태민,Tae-Min Kim
조병일,Byung-Il Cho
류지현,Ji-Hyun Ryu
박재호,Jae-Ho Park
인현배,Hyun-Bae In
김도완,Do-Wahn Kim
허문회,Moon-Hoe Heo
박철홍,Chul-Hong Park
서용빈,Yong-Bin Seo
박창현,Chang-Hyun Park
최승민,Seung-Min Choi
전종화,Jong-Hwa Jeon
박노식,No-Sik Park
신국환,Guk-Hwan Shin
김상우,Sang-Woo Kim
이동우,Dong-Woo Lee
박은우,Eun-Woo Park
황대연,Dae-Yeon Hwang
오규택,Kyu-Taek Oh
김기진,Gi-Jin Kim
박재형,Jae-Hyung Park
강준기,Jun-Ki Kang
이호균,Ho-Kyun Lee
김정한,Jung-Han Kim
이병규,Byeong-Kyu Lee
김민기,Min-Gi Kim
임노병,Noh-Byung Im
전승남,Seung-Nam Jeon
윤인수,In-Soo Yoon
신영균,Young-Kyun Shin
신창수,Chang-Soo Shin
앤더슨,Michael Anderson
펠릭스,Junior Felix
이준용,Jun-Yong Lee
이기중,Ki-Joong Lee
이정길,Jung-Gil Lee
대톨라,Kevin Dattolla
김광삼,Kwang-Sam Kim
조재영,Jae-Young Cho
김상태,Sang-Tae Kim
김혁섭,Hyuk-Sub Kim
경헌호,Heon-Ho Kyeong 
테이텀,Jim Tatum
쿡슨,Brent Cookson
장준관,Jun-Kwan Jang
해리거,Denny Harriger
강민규,Min-Kyu Kang
박용진,Yong-Jin Park
이동현,Dong-Hyeon Lee
발데스,Efrain Valdez
로마이어,Daniel Rohrmeier
린튼,Doug Linton
김재학,Jae-Hak Kim
유재호,Jae-Ho Yoo
최인영,In-Young Choi
오태근,Tae-Geun Oh
이일의,Il-Eui Lee
박도현,Do-Hyeon Park
만자니오,Ravelo Manzanillo
케펜,Jeff Keppen
양승진,Seung-Jin Yang
이준명,Jun-Myung Lee
페타지니,Roberto Antonio Petagine
박용택,Yong-Taik Park
심재윤,Jae-Yoon Sim
전호영,Ho-Young Jeon
최성민,Seung-Min Choi
한희,Hee Han
추승우,Seong-Woo Choo
김수형,Soo-Hyung Kjim
안진근,Jin-Geun Ahn 
이창호,Chang-Ho Lee
곤잘레스,Édgar Gerardo González Elizondo
오카모토,OhKamoto SinYa
송윤준,Yoon-Joon Song
존슨,Jeremy Johnson
서승화,Seung-Hwa Seo
강창주,Chang-Ju Kang
송현우,Hyun-Woo Song
김창혁,Chang-Hyeok Kim
변시영,Si-Yeong Byun
김동영,Dong-yung Kim
이성진,Sung-Jin Lee
서성종,Seong-Jong Seo
바우어,Richard Edward Bauer
박경수,Kyeong-Su Park
박만채,Man-Chae Park
김광희,Kwang-Hee Kim
정재복,Jae-Bok Jung
김세중,Se-Joong Kim
김광우,Kwang-Woo Kim
김진유,Jin-Yu Kim
후타도,Edwin Amilgar Hurtado
쿠퍼,Brian Cooper
마틴,Albert Martin
장진용,Jin-Yong Jang
이시찬,Si-Chan Lee
이용규,Yong-Gyu Lee
심수창,Soo-Chang Sim
허용,Yong Heo
김회권,Hoi-Kwon Kim
강병우,Byoung-Woo Kang
손기현,Ki-Hyun Son
홍성용,Seong-Yong Hong
클리어,Louis Keith Collier
마테오,Ruben Mateo
이병규,Byung-Kyu Lee
박가람,Ga-Ram Park
원종현,Jong-Hyeon Won
김기표,Gi-Pyo Kim
베로커,Ryan Baerlocher
강상수,Sang-Soo Kang
윤동건,Dong-Geon Yoon
황선일,Sun-Il Hwang
텔레마코,Amaury Regalado Telemaco
여승현,Seung-Hyun Yeo
카라이어,Buddy Carlyle
박용근,Yong-Geun Park
손인호,In-Ho Son
최유건,Yu-Geon Choi
봉중근,Jung-Keun Bong
발데스,Pedro Valdes
옥스프링,Chris Oxspring
김준호,Jun-Ho Kim
이범준,Beom-Jun Lee
임도현,Do-Hyun Lim
이형종,Hyeong-Jong Lee
김용의,Yong-Eui Kim
박지철,Ji-Chul Park
정찬헌,Chan-Heon Jeong
박정훈,Jung-hun Park
오지환,Ji-Hwan Oh
최동환,Dong-Hwan Choi
정주현,Joo-Hyun Jeong
배우열,Woo-Yeol Bae
윤진호,Jin-Ho Yoon
전인환,In-Hwan Jeon
더마트레,Philip Anthony Dumatrait
신정락,Jung-Rak Shin
유경국,Kyung-Guk Yoo
배민관,Min-Kwan Bae
유강남,Kang-Nam Yoo
김재율,Jae-Yul Kim
유원상,Won-Sang Yoo
임찬규,Chan-Gyu Im
정다흰,Da-Huin Jeong
이우찬,Woo-Chan Lee
주키치,Benjamin Jukich
리즈,Radhamés Liz
이천웅,Cheon-Woong Lee
윤지웅,Ji-Woong Yoon
조윤준,Yun-Jun Cho
김웅,Woong Kim
최현종,Hyun-Jong Choi
나규호,Kyu-Ho Na
이장희,Jang-Hui Lee
서상우,Sang-Woo Seo
이민재,Min-Jae Lee
조근종,Kun-Chong Cho
류제국,Je-Kuk Ryu
김재민,Jae-Min Kim
백남원,Nam-Won Baek
배재준,Jae-Jun Bae
류원석,Won-Suk Ryu
박재욱,Jae-Wook Park
조쉬벨,Joshua Lee Josh Bell
한나한,Jack Hannahan
오세민,Se-Min Oh
스나이더,Brad Snyder
티포드,Everett James Teaford
채은성,Eun-Seong Chae
임지섭,Ji-Seop Lim
리오단,Cory S. Riordan
황목치승,Chi-Seung Hwangmok
히메네스,Luis Jimenez
장준원,Jun-Won Jang
안익훈,Ik-Hun Ahn
백승현,Seung-Hyun Baek
박지규,Ji-Gyu Park
루카스,Lucas Harrell
양원혁,Won-Hyeok Yang
강병의,Byeong-Ui Kang
조학진,Hak-Jin Cho
정규식,Gyu-Sik Jeong
박성준,Seong-Jun Park
허프,David Gregory Huff
윤수강,Soo-Kang Yoon
코프랜드,Scott Reast Copeland
홍창기,Chang-Ki Hong
김주성,Ju-Sung Kim
천원석,Won-Seok Cheon 
이동규,Dong-Kyu Lee
양효준,Hyo-Jun Yang
김호은,Ho-Eun Kim
김태영,Tae-Young Kim 
이정윤,Jung-Yoon Lee
로니,James Loney
이창율,Chang-Yeoul Lee
박부성,Bu-Seong Park
김성협,Sung-Hyup Kim 
오석주,Seok-Ju Oh
신경모,Kyung-Mo Shin
김광수,Gwang-Soo Kim 
가르시아,Adonis Garcia
김영준,Young-Jun Kim
윌슨,Tylor Wilson
윤형준,Hyeong-Jun Yoon
장시윤,Si-Yoon Jang
이강욱,Kang-Wook Lee
성동현,Dong-Hyun Sung
문성주,Sung-Ju Moon
이상규,Sang-Kyu Lee
류형우,Hyung-Woo Ryu
김의준,Eui-Jun Kim
송찬의,Chan-Eui Song
이나현,Na-Hyun Lee
최우혁,Woo-Hyuk Choi
한석현,Seok-Hyun Han
구본혁,Bon-Hyuk Koo
켈리,Casey Patrick Kelly
전민수,Min-Soo Jeon
김민성,Min-Sung Kim
이정용,Jung-Yong Yi
한선태,Seon-Tae Han
손주영,Joo-Young Son
조셉,Thomas Richard Joseph
강정현,Jung-Hyun Kang
정우영,Woo-Young Jeong
페게로,Carlos Peguero
이상영,Sang-Young Lee
강구성,Gu-Seong Kang
문보경,Bo-Gyeong Moon
김성진,Seong-Jin Kim
이지강,Ji-Kang Lee
임준형,Jun-Hyung Lim
라모스,Roberto Ramos Vallesteros
손호영,Ho-Young Son
김윤식,Yun-Sik Kim
성재헌,Jae-Heon Sung
이주형,Ju-Hyeong Lee
강민,Min Kang
유영찬,Young-Chan Yoo
하영진,Young-Jin Ha
함창건,Chang-Geon Ham
이정우,Jung-Woo Lee
조용근,Yong-Geun Cho
김수인,Su-In Kim
이영빈,Young-Bin Lee
이상호,Sang-Ho Lee
수아레즈,Andrew Jose Suarez
강효종,Hyo-Jong Kang
보어,Justin James Bour
김진수,Jin-Su Kim
조건희,Geon-Hee Cho 
이믿음,Mit-Eum Lee
김형욱,Hyung-Wook Kim
김유민,Yu-Min Kim
김단우,Dan-Woo	 Kim
송승기,Seung-Gi Song
루이즈,Rio Noble Ruiz
가르시아,Robel García
플럿코,Adam Gregory Plutko
조원태,Won-Tae Cho
최용하,Yong-Ha Choi 
허준혁,Jun-Hyeok Heo
이지훈,Ji-Hoon Lee
최원영,Won-Young Choi 
김성우,Sung-Woo Kim
문정빈,Jeong-Bin Moon 
양진혁,Jin-Heok Yang
엄태경,Eom Tae-Kyoung
김유영,Yu-Young Kim
오스틴,Austin James Dean
윤호솔,Ho-Sol Yoon
박명근,Myeong-Geun Park
김범석,Beom-Seok Kim
최원태,Won-Tae Choi
이준서,Jun-Seo Lee
송대현,Dae-Hyeon Song
권동혁,Dong-Hyeok Kwon
원상훈,Sang-Hoon Won
임정균,Jeong-Gyun Lim
허용주,Heo Yong-Joo
이철민,Chol-Min Lee
곽민호,Min-Ho Kwak
강민균,Min-Gyun Kang
에르난데스,Elieser Hernández
엔스,Dietrich Arthur Enns
이종준,Jong-Jun Lee
진우영,Woo-young Jin
정지헌,Ji-heon Jung
김민수,Min-Su Kim
손용준,Yong-jun Son
최명경,Myeong-Kyung Choi
우강훈,Kang-Hoon Woo
김대원,Dae-won Kim
김현종,Hyun-jong Kim
김종우,Jong-woo Kim
강석현,Seok-hyeon Kang
오승윤,Seung-Yoon Oh
김도윤,Do-yun Kim
심규빈,Kyu-bin Sim
이태겸,Tae-Gyeom Lee
한지용,Ji-Yong Han
백선기,Seon-Ki Baek
배강,Gang Bae
전진영,Jin-Yeong Jeon
정학수,Hak-Soo Jung
이성득,Sung-Deuk Lee
노상수,Sang-Soo No
김용희,Yong-Heui Kim
박용성,Yong-Sung Park
이윤섭,Yoon-Sub Lee
최순하,Soon-Ha Choi
최옥규,Ok-Kyu Choi
김문희,Moon-Hee Kim
김성관,Sung-Kwan Kim
방기만,Ki-Man Bang
한문연,Moon-Yeon Han
김종근,Jong-Geun Kim
박영태,Young-Tae Park
유두열,Doo-Yeol Yoo
김석일,Seok-Il Kim
박덕용,Duk-Yong Park
김재열,Jae-Yeol Kim
조성옥,Sung-Ok Cho
이석규,Seog-Kyu Lee
안창완,Chang-Wahn An
조용철,Yong-Chul Cho
정인교,In-Kyo Jung
이동완,Dong-Wahn Lee
박동수,Dong-Soo Park
한영준,Young-Jun Han
김정행,Jung-Haeng Kim
박희찬,Hee-Chan Park
임경택,Kyung-Taek Im
윤학길,Hak-Gil Yoon
최계영,Gye-Young Choi
이재성,Jae-Sung Lee
정국헌,Guk-Heon Jung
박태호,Tae-Ho Park
구명근,Myung-Geun Gu
고정식,Jung-Sik Ko
김응국,Eung-Guk Kim
차영석,Young-Seok Cha
서정용,Jung-Yong Seo
정종헌,Jong-Heon Jung
추상완,Sang-Wahn Chu
이종운,Jong-Woon Lee
김청수,Chung-Soo Kim
서호진,Ho-Jin Seo
김선일,Sun-Il Kim
윤동배,Dong-Bae Yoon
이상번,Sang-Beon Lee
현남수,Nam-Soo Hyun
김창기,Chang-Ki Kim
안명호,Myung-Ho An
이동채,Dong-Chae Lee
김병수,Byung-Soo Kim
손길호,Gil-Ho Son
공필성,Pil-Sung Gong
유충돌,Chung-Dol Yoo
전봉석,Bong-Seok Jeon
강민기,Min-Ki Kang
이지환,Ji-Hwan Lee
전호근,Ho-Geun Jeon
김성철,Sung-Chul Kim
김효용,Hyo-Yong Kim
박정태,Jung-Tae Park
김태형,Tae-Hyung Kim
강현철,Hyun-Chul Kang
배숙현,Sook-Hyun Bae
이태환,Tae-Hwan Lee
곽재성,Jae-Sung Kwak
김미호,Mi-Ho Kim
김상현,Sang-Hyun Kim
김행희,Haeng-Hee Kim
이요섭,Yo-Sub Lee
윤형배,Hyung-Bae Yoon
정호진,Ho-Jin Jung
박지환,Ji-Hwan Park
염종석,Jong-Seok Yeom
박기복,Ki-Bok Park
권재광,Jae-Kwang Kwon
송태일,Tae-Il Song
조규철,Kyu-Chul Cho
김경환,Kyung-Hwan Kim
고성범,Sung-Beom-Ko
박태웅,Tae-Woong Park
한성곤,Sung-Gon Han
윤민철,Min-Chul Yoon
홍순기,Soon-Ki Hong
임수혁,Soo-Hyeok Im
김상재,Sang-Jae Kim
주형광,Hyung-Kwang Joo
김영일,Young-Il Kim
김옥일,Ok-Il Kim
박현승,Hyun-Seung Park
양종성,Jong-Sung Yang
장승익,Seung-Ik Jang
박종일,Jong-Il Park
박부성,Bu-Sung Park
이재섭,Jae-Sub Lee
배정훈,Jung-Hoon Bae
나광호,Kwang-Ho Na
조유신,Yu-Shin Cho
문재성,Jae-Sung Moon
이영주,Young-Ju Lee
임봉춘,Bong-Chun Lim
강대호,Dae-Ho Kang
홍의현,Eui-Hyun Hong
손민한,Min-Han Son
문동환,Dong-Hwan Moon
